0, 0
1, 253
2, 753
3, 1503
4, 2504
5, 3755
6, 5257
7, 7009
8, 9011
9, 11264
10, 13766
11, 16519
12, 19523
13, 22776
14, 26280
15, 30044
16, 34050
17, 38304
18, 42809
19, 47565
20, 52570
21, 57827
22, 63350
23, 69106
24, 75113
25, 81371
26, 87889
27, 94661
28, 101671
29, 108945
30, 116455
31, 124214
32, 132223
33, 140482
34, 148991
35, 157751
36, 166761
37, 176021
38, 185531
39, 195298
40, 205309
41, 215570
42, 226082
43, 236844
44, 247856
45, 259119
46, 270633
47, 282397
48, 294410
49, 306682
50, 319205
51, 332012
52, 345025
53, 358283
54, 371800
55, 385593
56, 399635
57, 413892
58, 428399
59, 443157
60, 458164
61, 473470
62, 488977
63, 504736
64, 520747
65, 537007
66, 553515
67, 570273
68, 587282
69, 604540
70, 622045
71, 639803
72, 657809
73, 676064
74, 694573
75, 713328
76, 732334
77, 751590
78, 771096
79, 790852
80, 810858
81, 831170
82, 851682
83, 872439
84, 893446
85, 914716
86, 936226
87, 957983
88, 979990
89, 1002248
90, 1024755
91, 1047519
92, 1070542
93, 1093815
94, 1117340
95, 1141115
96, 1165139
97, 1189413
98, 1213937
99, 1238723
100, 1263794
